               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.036406,            0.032684,            0.014998,             0.74626,             0.71346,             0.76423,             0.49296,            0.031966,            0.019267,           0.0075884,            0.005116,            0.005116,            0.005116
                 150,            0.036555,             0.03266,            0.015206,             0.74632,             0.71268,             0.76435,             0.49311,            0.031961,            0.019261,           0.0075814,            0.005083,            0.005083,            0.005083
                 151,            0.036662,            0.032788,            0.014512,             0.74578,             0.71262,             0.76416,             0.49312,            0.031954,             0.01926,           0.0075722,             0.00505,             0.00505,             0.00505
                 152,             0.03657,            0.032809,            0.014543,              0.7464,             0.71393,             0.76453,             0.49329,            0.031949,            0.019253,           0.0075715,            0.005017,            0.005017,            0.005017
                 153,            0.036859,            0.033115,            0.014644,             0.74604,             0.71293,             0.76439,             0.49342,            0.031939,            0.019246,           0.0075656,            0.004984,            0.004984,            0.004984
                 154,            0.036486,            0.033057,            0.014975,              0.7456,             0.71217,             0.76452,             0.49368,             0.03193,            0.019242,           0.0075627,            0.004951,            0.004951,            0.004951
                 155,            0.036605,            0.032954,              0.0144,             0.74459,             0.71302,             0.76478,             0.49387,            0.031923,            0.019236,           0.0075609,            0.004918,            0.004918,            0.004918
                 156,            0.036712,            0.033213,            0.014814,             0.74631,             0.71256,             0.76455,             0.49371,             0.03192,            0.019234,           0.0075645,            0.004885,            0.004885,            0.004885
                 157,            0.036262,            0.032788,            0.014666,             0.74757,             0.71231,             0.76474,             0.49385,            0.031915,            0.019228,           0.0075619,            0.004852,            0.004852,            0.004852
                 158,            0.036338,            0.032985,            0.014419,             0.74757,             0.71232,             0.76482,             0.49426,            0.031913,            0.019221,           0.0075581,            0.004819,            0.004819,            0.004819
                 159,            0.036277,             0.03293,            0.014611,             0.75096,             0.71133,             0.76526,             0.49427,            0.031909,            0.019215,           0.0075482,            0.004786,            0.004786,            0.004786
                 160,            0.036428,            0.032539,             0.01467,             0.75051,             0.71108,             0.76545,             0.49458,            0.031908,             0.01921,           0.0075427,            0.004753,            0.004753,            0.004753
                 161,            0.036405,            0.032887,            0.014373,             0.75007,             0.71125,             0.76556,             0.49466,            0.031907,            0.019204,           0.0075409,             0.00472,             0.00472,             0.00472
                 162,            0.036198,            0.032899,            0.014328,             0.75159,             0.71028,             0.76543,             0.49526,            0.031901,            0.019199,           0.0075399,            0.004687,            0.004687,            0.004687
                 163,            0.036596,            0.033246,            0.014934,             0.75233,             0.71051,             0.76554,             0.49506,            0.031895,              0.0192,            0.007537,            0.004654,            0.004654,            0.004654
                 164,            0.036421,            0.032929,            0.014956,             0.75392,             0.71008,             0.76561,             0.49511,            0.031887,            0.019198,           0.0075327,            0.004621,            0.004621,            0.004621
                 165,            0.036488,            0.032797,            0.014705,             0.75473,             0.70937,             0.76575,             0.49533,            0.031883,            0.019192,           0.0075286,            0.004588,            0.004588,            0.004588
                 166,            0.036155,            0.032753,            0.014509,             0.75407,             0.71043,             0.76533,             0.49605,             0.03188,            0.019185,           0.0075303,            0.004555,            0.004555,            0.004555
                 167,            0.036033,            0.032616,            0.014029,             0.75422,             0.71033,             0.76542,             0.49642,            0.031874,            0.019175,            0.007532,            0.004522,            0.004522,            0.004522
                 168,            0.036151,            0.032582,             0.01417,             0.75777,             0.70819,             0.76584,             0.49646,            0.031867,            0.019166,           0.0075372,            0.004489,            0.004489,            0.004489
                 169,            0.035984,            0.032553,            0.014105,             0.75725,             0.70864,             0.76602,             0.49653,            0.031862,            0.019158,           0.0075371,            0.004456,            0.004456,            0.004456
                 170,             0.03622,            0.032704,            0.014313,             0.75662,             0.70863,             0.76631,             0.49634,            0.031857,            0.019152,           0.0075334,            0.004423,            0.004423,            0.004423
                 171,            0.036158,            0.032926,            0.014313,             0.75297,             0.71051,             0.76632,             0.49676,             0.03185,            0.019147,           0.0075265,             0.00439,             0.00439,             0.00439
                 172,            0.036038,             0.03274,            0.014135,             0.75229,             0.70994,             0.76631,             0.49621,            0.031844,            0.019141,           0.0075226,            0.004357,            0.004357,            0.004357
                 173,            0.035981,            0.032446,            0.014377,             0.75312,             0.70884,              0.7662,             0.49672,             0.03184,            0.019136,           0.0075221,            0.004324,            0.004324,            0.004324
                 174,            0.036119,            0.032717,             0.01402,             0.75358,             0.70888,             0.76623,             0.49654,            0.031836,            0.019131,           0.0075204,            0.004291,            0.004291,            0.004291
                 175,            0.036063,            0.032723,            0.014081,             0.75352,             0.70802,             0.76665,             0.49673,            0.031834,            0.019124,            0.007522,            0.004258,            0.004258,            0.004258
                 176,            0.036181,            0.032814,            0.014051,             0.75487,             0.70848,             0.76703,              0.4969,            0.031832,             0.01912,           0.0075212,            0.004225,            0.004225,            0.004225
                 177,            0.035815,            0.032512,            0.013914,             0.75498,             0.70891,             0.76649,              0.4974,            0.031828,            0.019115,           0.0075143,            0.004192,            0.004192,            0.004192
                 178,            0.035784,            0.032264,             0.01399,             0.75656,              0.7078,             0.76667,             0.49768,            0.031823,            0.019111,           0.0075118,            0.004159,            0.004159,            0.004159
                 179,            0.035754,            0.032521,            0.013836,             0.75558,             0.70966,             0.76682,             0.49799,            0.031816,            0.019103,           0.0075045,            0.004126,            0.004126,            0.004126
                 180,            0.035929,            0.032641,            0.014009,             0.75581,             0.71039,             0.76695,             0.49816,            0.031814,            0.019098,           0.0075042,            0.004093,            0.004093,            0.004093
                 181,            0.035856,            0.032699,             0.01387,             0.75559,             0.71071,             0.76733,             0.49853,            0.031812,            0.019095,           0.0074989,             0.00406,             0.00406,             0.00406
                 182,            0.035996,            0.032493,            0.014054,             0.75541,             0.71123,             0.76721,             0.49839,            0.031806,             0.01909,           0.0074932,            0.004027,            0.004027,            0.004027
                 183,            0.035655,            0.032297,            0.013554,             0.75632,             0.71042,              0.7669,             0.49837,            0.031804,            0.019088,           0.0074914,            0.003994,            0.003994,            0.003994
                 184,            0.035833,            0.032331,            0.013455,             0.75483,              0.7118,             0.76686,             0.49882,              0.0318,            0.019081,           0.0074907,            0.003961,            0.003961,            0.003961
                 185,            0.035664,            0.032178,            0.013613,             0.75417,              0.7121,             0.76721,             0.49892,            0.031797,            0.019079,           0.0074889,            0.003928,            0.003928,            0.003928
                 186,            0.035674,            0.032523,            0.013904,             0.75417,             0.71411,             0.76738,             0.49916,            0.031798,            0.019075,           0.0074866,            0.003895,            0.003895,            0.003895
                 187,            0.035798,            0.032549,            0.013552,             0.75506,             0.71347,             0.76769,             0.49892,            0.031793,            0.019074,           0.0074821,            0.003862,            0.003862,            0.003862
                 188,            0.035633,            0.032229,            0.013624,             0.75557,             0.71311,             0.76781,             0.49942,            0.031789,            0.019072,           0.0074788,            0.003829,            0.003829,            0.003829
                 189,            0.035809,            0.032263,            0.013672,             0.75698,             0.71317,             0.76769,              0.4994,            0.031785,            0.019067,           0.0074786,            0.003796,            0.003796,            0.003796
                 190,            0.035505,            0.032193,            0.013471,             0.75598,             0.71443,             0.76792,             0.49952,            0.031783,            0.019065,           0.0074759,            0.003763,            0.003763,            0.003763
                 191,            0.035641,            0.032535,            0.013465,             0.75527,             0.71464,              0.7679,             0.49979,            0.031778,            0.019062,           0.0074737,             0.00373,             0.00373,             0.00373
                 192,            0.035536,            0.032383,            0.013427,             0.75547,              0.7145,             0.76786,             0.49972,            0.031776,            0.019055,           0.0074688,            0.003697,            0.003697,            0.003697
                 193,            0.035367,            0.032278,            0.013561,             0.75563,             0.71493,             0.76777,              0.4999,            0.031774,            0.019055,           0.0074668,            0.003664,            0.003664,            0.003664
                 194,            0.035571,            0.032166,            0.013395,             0.75864,             0.71183,             0.76795,             0.49983,             0.03177,            0.019049,           0.0074661,            0.003631,            0.003631,            0.003631
                 195,            0.035487,            0.032178,            0.013365,             0.76018,             0.70946,             0.76809,             0.49986,            0.031764,            0.019046,           0.0074627,            0.003598,            0.003598,            0.003598
                 196,            0.035623,            0.032286,            0.013216,             0.76148,             0.70896,             0.76802,             0.49986,            0.031763,            0.019041,           0.0074617,            0.003565,            0.003565,            0.003565
                 197,            0.035229,             0.03228,            0.013241,             0.76184,             0.70913,             0.76806,             0.49983,            0.031759,            0.019035,             0.00746,            0.003532,            0.003532,            0.003532
                 198,             0.03558,            0.032141,            0.013463,             0.75959,             0.71074,             0.76784,             0.50019,            0.031755,            0.019028,           0.0074598,            0.003499,            0.003499,            0.003499
                 199,            0.035365,             0.03202,             0.01325,             0.75978,             0.70999,             0.76777,             0.50034,            0.031754,            0.019022,           0.0074573,            0.003466,            0.003466,            0.003466
                 200,            0.035592,            0.032299,             0.01317,             0.76097,             0.70986,             0.76825,             0.50039,            0.031748,            0.019019,           0.0074501,            0.003433,            0.003433,            0.003433
                 201,            0.035084,            0.032398,            0.013341,             0.76119,             0.70901,             0.76826,             0.50029,            0.031744,            0.019014,           0.0074455,              0.0034,              0.0034,              0.0034
                 202,            0.034978,            0.031994,            0.013171,              0.7598,             0.70918,             0.76833,             0.50053,            0.031742,            0.019007,           0.0074398,            0.003367,            0.003367,            0.003367
                 203,            0.035078,            0.032179,            0.013332,             0.75817,             0.71027,             0.76823,             0.50034,            0.031738,            0.019005,           0.0074366,            0.003334,            0.003334,            0.003334
                 204,            0.034999,            0.031958,             0.01306,             0.76001,             0.71025,             0.76815,             0.50069,            0.031734,               0.019,           0.0074337,            0.003301,            0.003301,            0.003301
                 205,            0.034975,            0.031934,            0.012983,             0.76053,             0.71035,             0.76812,             0.50084,            0.031729,            0.018994,           0.0074319,            0.003268,            0.003268,            0.003268
                 206,            0.035108,            0.032034,            0.013015,             0.75693,             0.71406,             0.76858,             0.50103,            0.031727,            0.018991,            0.007431,            0.003235,            0.003235,            0.003235
                 207,            0.035087,            0.031869,            0.012909,             0.75626,             0.71493,             0.76847,             0.50119,            0.031723,            0.018989,           0.0074297,            0.003202,            0.003202,            0.003202
                 208,            0.035033,            0.031879,            0.013441,             0.75527,             0.71599,             0.76858,             0.50146,            0.031719,            0.018983,           0.0074255,            0.003169,            0.003169,            0.003169
                 209,            0.035053,            0.031774,            0.012784,             0.75477,             0.71725,             0.76853,             0.50168,            0.031716,            0.018976,           0.0074244,            0.003136,            0.003136,            0.003136
                 210,            0.034589,            0.031688,            0.012678,             0.75846,             0.71527,             0.76886,             0.50183,            0.031709,            0.018975,           0.0074184,            0.003103,            0.003103,            0.003103
                 211,            0.034699,            0.031634,            0.012681,             0.75717,             0.71671,              0.7689,             0.50177,              0.0317,            0.018972,           0.0074156,             0.00307,             0.00307,             0.00307
                 212,            0.034671,            0.031921,            0.012725,              0.7567,             0.71664,              0.7688,             0.50195,            0.031694,            0.018968,           0.0074174,            0.003037,            0.003037,            0.003037
                 213,            0.035037,            0.031698,            0.013177,             0.75821,              0.7161,             0.76878,             0.50229,            0.031688,            0.018966,           0.0074145,            0.003004,            0.003004,            0.003004
                 214,             0.03497,            0.031988,             0.01275,             0.75854,             0.71631,             0.76954,             0.50239,            0.031679,            0.018964,           0.0074137,            0.002971,            0.002971,            0.002971
                 215,            0.034801,            0.031897,            0.012515,             0.76032,             0.71468,             0.76923,             0.50299,            0.031673,            0.018962,           0.0074203,            0.002938,            0.002938,            0.002938
                 216,            0.034759,            0.031756,            0.012577,             0.75957,              0.7155,             0.76958,             0.50321,            0.031671,            0.018958,            0.007426,            0.002905,            0.002905,            0.002905
                 217,            0.034593,            0.031782,            0.012469,             0.75975,             0.71541,             0.76965,             0.50326,            0.031669,            0.018956,           0.0074267,            0.002872,            0.002872,            0.002872
                 218,            0.034637,            0.031775,            0.012593,             0.75808,             0.71668,             0.76984,             0.50333,            0.031665,            0.018956,           0.0074249,            0.002839,            0.002839,            0.002839
                 219,            0.034616,            0.031471,            0.012304,             0.75873,             0.71486,              0.7703,             0.50366,             0.03166,            0.018952,           0.0074201,            0.002806,            0.002806,            0.002806
                 220,            0.034316,             0.03154,            0.012142,             0.75759,             0.71498,             0.76996,             0.50349,            0.031657,            0.018948,            0.007421,            0.002773,            0.002773,            0.002773
                 221,            0.034623,            0.031668,            0.012573,             0.75761,             0.71497,             0.77027,              0.5036,            0.031657,            0.018946,           0.0074268,             0.00274,             0.00274,             0.00274
                 222,            0.034424,            0.031385,            0.012366,             0.75778,             0.71512,              0.7702,             0.50368,            0.031658,             0.01894,           0.0074258,            0.002707,            0.002707,            0.002707
                 223,            0.034333,            0.031362,             0.01245,             0.75694,              0.7161,             0.77005,             0.50356,            0.031656,            0.018934,           0.0074216,            0.002674,            0.002674,            0.002674
                 224,            0.034163,            0.031494,            0.012499,             0.75693,             0.71544,             0.76988,             0.50368,            0.031655,            0.018932,           0.0074271,            0.002641,            0.002641,            0.002641
                 225,            0.034242,            0.031544,            0.012125,             0.75709,              0.7162,             0.77013,             0.50358,            0.031654,            0.018926,           0.0074291,            0.002608,            0.002608,            0.002608
                 226,            0.034428,            0.031782,            0.012271,              0.7589,             0.71568,             0.77038,             0.50366,            0.031655,            0.018923,           0.0074306,            0.002575,            0.002575,            0.002575
                 227,            0.034272,            0.031575,            0.012063,             0.75824,             0.71492,             0.77096,             0.50404,            0.031653,            0.018918,            0.007431,            0.002542,            0.002542,            0.002542
                 228,            0.034144,            0.031467,            0.012225,             0.75767,             0.71483,             0.77095,              0.5041,             0.03165,            0.018913,           0.0074247,            0.002509,            0.002509,            0.002509
                 229,            0.034356,            0.031579,            0.012029,              0.7576,             0.71583,             0.77123,             0.50431,            0.031647,            0.018908,           0.0074168,            0.002476,            0.002476,            0.002476
                 230,            0.034045,            0.031299,            0.011794,              0.7577,             0.71654,             0.77136,             0.50465,            0.031647,            0.018905,           0.0074137,            0.002443,            0.002443,            0.002443
                 231,            0.034184,             0.03154,            0.011923,             0.75587,             0.71925,             0.77141,             0.50484,            0.031646,            0.018902,           0.0074074,             0.00241,             0.00241,             0.00241
                 232,            0.033981,            0.031124,            0.011888,             0.75634,              0.7199,             0.77164,             0.50479,            0.031644,            0.018899,           0.0074072,            0.002377,            0.002377,            0.002377
                 233,            0.034099,            0.031458,            0.011681,             0.75723,             0.71922,             0.77192,             0.50503,            0.031639,            0.018894,           0.0074115,            0.002344,            0.002344,            0.002344
                 234,            0.034193,            0.031192,            0.011706,             0.76424,             0.71482,             0.77235,              0.5057,            0.031638,            0.018889,           0.0074045,            0.002311,            0.002311,            0.002311
                 235,            0.033953,            0.031193,            0.012117,             0.76524,              0.7121,             0.77218,             0.50539,            0.031636,            0.018887,           0.0074078,            0.002278,            0.002278,            0.002278
                 236,            0.033935,            0.031164,            0.011433,             0.76472,             0.71382,             0.77244,             0.50594,            0.031632,            0.018886,            0.007406,            0.002245,            0.002245,            0.002245
                 237,             0.03366,            0.031007,            0.011914,             0.76482,             0.71462,              0.7731,             0.50597,            0.031632,            0.018882,           0.0074025,            0.002212,            0.002212,            0.002212
                 238,            0.033836,            0.031088,            0.011744,             0.76687,             0.71348,             0.77337,             0.50613,            0.031629,            0.018878,           0.0073988,            0.002179,            0.002179,            0.002179
                 239,            0.033801,             0.03107,            0.011716,             0.76658,             0.71431,              0.7737,             0.50644,            0.031624,            0.018875,           0.0073945,            0.002146,            0.002146,            0.002146
                 240,            0.033793,            0.031047,            0.011795,             0.76717,             0.71435,             0.77379,             0.50639,            0.031624,             0.01887,            0.007391,            0.002113,            0.002113,            0.002113
                 241,            0.033753,            0.031354,            0.011711,             0.76675,             0.71517,             0.77394,             0.50669,            0.031624,            0.018868,           0.0073866,             0.00208,             0.00208,             0.00208
                 242,            0.033744,            0.031075,            0.011674,             0.76663,             0.71591,             0.77395,             0.50689,            0.031621,            0.018866,           0.0073823,            0.002047,            0.002047,            0.002047
                 243,            0.033656,            0.031162,             0.01135,             0.76797,              0.7158,              0.7743,             0.50697,             0.03162,            0.018864,           0.0073783,            0.002014,            0.002014,            0.002014
                 244,            0.033698,            0.030942,            0.011485,             0.76789,             0.71631,             0.77448,             0.50722,            0.031617,             0.01886,           0.0073755,            0.001981,            0.001981,            0.001981
                 245,            0.033528,            0.030836,            0.011745,             0.76728,             0.71564,             0.77437,             0.50725,            0.031615,            0.018855,           0.0073723,            0.001948,            0.001948,            0.001948
                 246,            0.033739,            0.031107,            0.011575,             0.76773,             0.71615,             0.77439,             0.50744,            0.031611,            0.018855,           0.0073705,            0.001915,            0.001915,            0.001915
                 247,            0.033407,            0.030823,            0.011268,             0.76694,             0.71638,             0.77455,             0.50781,            0.031609,            0.018852,           0.0073669,            0.001882,            0.001882,            0.001882
                 248,            0.033398,            0.030822,            0.011469,             0.76766,             0.71499,             0.77454,             0.50794,            0.031609,             0.01885,           0.0073625,            0.001849,            0.001849,            0.001849
                 249,            0.033452,            0.030711,             0.01127,             0.76787,             0.71603,             0.77488,             0.50814,            0.031605,            0.018847,           0.0073591,            0.001816,            0.001816,            0.001816
                 250,            0.033283,            0.030862,            0.011261,             0.76661,             0.71708,             0.77506,             0.50822,            0.031601,            0.018845,           0.0073533,            0.001783,            0.001783,            0.001783
                 251,            0.033179,            0.030992,            0.011352,             0.76434,             0.71809,              0.7752,             0.50852,            0.031597,            0.018843,           0.0073469,             0.00175,             0.00175,             0.00175
                 252,            0.033163,            0.030685,            0.011156,             0.76383,             0.71953,             0.77531,             0.50839,            0.031594,             0.01884,           0.0073453,            0.001717,            0.001717,            0.001717
                 253,             0.03305,            0.030729,            0.010957,             0.76331,             0.72129,             0.77544,              0.5087,            0.031592,            0.018836,           0.0073404,            0.001684,            0.001684,            0.001684
                 254,            0.033259,            0.030941,            0.010948,             0.76167,             0.72197,             0.77521,             0.50908,            0.031588,            0.018836,           0.0073397,            0.001651,            0.001651,            0.001651
                 255,            0.033159,            0.030715,            0.010812,             0.76127,             0.72148,             0.77518,             0.50902,            0.031588,            0.018833,           0.0073366,            0.001618,            0.001618,            0.001618
                 256,            0.033067,              0.0305,             0.01076,             0.76142,             0.72167,             0.77517,             0.50911,            0.031587,            0.018833,           0.0073381,            0.001585,            0.001585,            0.001585
                 257,            0.033002,             0.03089,            0.010805,             0.76057,             0.72251,             0.77525,             0.50927,            0.031584,             0.01883,           0.0073389,            0.001552,            0.001552,            0.001552
                 258,            0.032976,            0.030612,            0.010914,             0.76124,             0.72191,             0.77535,             0.50944,             0.03158,             0.01883,           0.0073411,            0.001519,            0.001519,            0.001519
                 259,            0.032827,             0.03036,            0.010628,             0.76193,              0.7222,             0.77561,             0.50935,            0.031581,            0.018826,           0.0073453,            0.001486,            0.001486,            0.001486
                 260,            0.032765,            0.030456,             0.01071,             0.76212,             0.72304,             0.77564,             0.50938,            0.031579,            0.018824,           0.0073453,            0.001453,            0.001453,            0.001453
                 261,            0.032751,            0.030457,            0.010812,              0.7623,             0.72322,             0.77575,             0.50976,            0.031579,             0.01882,           0.0073496,             0.00142,             0.00142,             0.00142
                 262,            0.032801,            0.030604,            0.010607,             0.76174,             0.72405,             0.77591,             0.50989,            0.031581,            0.018819,           0.0073494,            0.001387,            0.001387,            0.001387
                 263,            0.032755,            0.030502,            0.010505,             0.76198,             0.72385,             0.77607,             0.51005,            0.031584,            0.018816,           0.0073477,            0.001354,            0.001354,            0.001354
                 264,            0.032922,            0.030253,            0.010457,              0.7631,             0.72348,             0.77644,             0.51002,            0.031583,            0.018814,           0.0073467,            0.001321,            0.001321,            0.001321
                 265,            0.032681,            0.030218,            0.010784,             0.76332,             0.72325,             0.77603,              0.5101,            0.031583,            0.018811,           0.0073467,            0.001288,            0.001288,            0.001288
                 266,            0.032558,            0.030406,            0.010418,             0.76624,             0.72051,             0.77592,             0.51003,            0.031586,            0.018808,           0.0073487,            0.001255,            0.001255,            0.001255
                 267,            0.032736,            0.030464,            0.010601,             0.76797,             0.72072,             0.77608,             0.51026,            0.031589,            0.018806,           0.0073502,            0.001222,            0.001222,            0.001222
                 268,            0.032522,            0.030346,            0.010367,             0.76654,             0.72224,             0.77622,             0.51053,            0.031588,            0.018803,           0.0073476,            0.001189,            0.001189,            0.001189
                 269,            0.032291,             0.03028,            0.010353,             0.76565,             0.72216,             0.77651,             0.51101,            0.031586,              0.0188,           0.0073465,            0.001156,            0.001156,            0.001156
                 270,            0.032244,            0.029999,             0.01039,             0.76723,             0.72232,             0.77641,             0.51074,            0.031588,            0.018799,           0.0073445,            0.001123,            0.001123,            0.001123
                 271,            0.032256,            0.030115,            0.010183,             0.76689,             0.72214,             0.77668,             0.51098,            0.031584,            0.018798,           0.0073491,             0.00109,             0.00109,             0.00109
                 272,            0.032298,            0.030104,            0.010207,             0.76823,             0.72223,              0.7767,             0.51093,            0.031585,            0.018797,           0.0073498,            0.001057,            0.001057,            0.001057
                 273,            0.032301,            0.030093,            0.010056,             0.77013,             0.72209,             0.77683,             0.51104,            0.031584,            0.018796,           0.0073478,            0.001024,            0.001024,            0.001024
                 274,            0.032131,            0.029859,           0.0099453,             0.77039,             0.72193,             0.77694,             0.51107,            0.031581,            0.018795,           0.0073485,            0.000991,            0.000991,            0.000991
                 275,            0.032163,            0.030032,           0.0099472,             0.76979,             0.72238,             0.77697,             0.51121,            0.031584,            0.018794,           0.0073513,            0.000958,            0.000958,            0.000958
                 276,            0.031898,            0.030104,           0.0099133,             0.76981,             0.72214,             0.77682,             0.51104,            0.031583,            0.018793,           0.0073511,            0.000925,            0.000925,            0.000925
                 277,            0.031796,            0.029549,           0.0098195,              0.7716,             0.72175,             0.77696,             0.51128,            0.031583,            0.018792,           0.0073507,            0.000892,            0.000892,            0.000892
                 278,            0.032096,            0.029889,           0.0099387,             0.77037,             0.72221,             0.77699,             0.51129,            0.031586,             0.01879,           0.0073504,            0.000859,            0.000859,            0.000859
                 279,            0.031871,            0.030008,           0.0096675,             0.76906,             0.72252,             0.77717,             0.51143,            0.031585,            0.018791,            0.007351,            0.000826,            0.000826,            0.000826
                 280,            0.031846,            0.029684,           0.0099134,             0.77069,             0.72147,             0.77717,             0.51151,            0.031585,            0.018789,            0.007352,            0.000793,            0.000793,            0.000793
                 281,            0.031621,            0.029652,           0.0096139,             0.77038,             0.72115,              0.7773,             0.51173,            0.031589,            0.018791,           0.0073537,             0.00076,             0.00076,             0.00076
                 282,            0.031805,            0.029899,           0.0098471,              0.7732,             0.72125,             0.77741,             0.51201,            0.031591,             0.01879,            0.007359,            0.000727,            0.000727,            0.000727
                 283,            0.031624,            0.029635,           0.0096719,              0.7735,             0.72108,             0.77756,             0.51214,            0.031593,            0.018789,             0.00736,            0.000694,            0.000694,            0.000694
                 284,            0.031752,            0.029837,           0.0096581,             0.77377,             0.72105,             0.77736,             0.51194,            0.031596,            0.018791,           0.0073626,            0.000661,            0.000661,            0.000661
                 285,            0.031383,            0.029639,            0.009417,             0.77294,             0.72216,             0.77727,             0.51213,            0.031597,            0.018793,           0.0073652,            0.000628,            0.000628,            0.000628
                 286,            0.031624,            0.029719,           0.0094806,             0.77271,               0.722,             0.77753,              0.5123,            0.031599,             0.01879,           0.0073647,            0.000595,            0.000595,            0.000595
                 287,            0.031502,            0.029427,           0.0093829,              0.7718,             0.72275,             0.77721,             0.51239,            0.031603,             0.01879,           0.0073715,            0.000562,            0.000562,            0.000562
                 288,            0.031491,            0.029436,           0.0093765,             0.77268,             0.72299,              0.7773,             0.51281,            0.031605,            0.018789,           0.0073716,            0.000529,            0.000529,            0.000529
                 289,             0.03124,            0.029496,           0.0093687,             0.77101,             0.72202,             0.77736,             0.51244,            0.031608,             0.01879,           0.0073743,            0.000496,            0.000496,            0.000496
                 290,            0.031415,            0.029186,           0.0094721,             0.77361,             0.71981,             0.77756,             0.51245,            0.031612,            0.018792,           0.0073795,            0.000463,            0.000463,            0.000463
                 291,            0.031398,            0.029277,           0.0092492,             0.77188,             0.72112,             0.77756,             0.51268,            0.031616,            0.018791,           0.0073838,             0.00043,             0.00043,             0.00043
                 292,            0.031272,            0.029169,            0.009248,             0.77152,             0.72109,             0.77764,             0.51241,             0.03162,            0.018791,           0.0073923,            0.000397,            0.000397,            0.000397
                 293,            0.031023,            0.029294,           0.0090857,             0.77134,             0.72044,              0.7776,              0.5125,            0.031624,             0.01879,           0.0073955,            0.000364,            0.000364,            0.000364
                 294,            0.030949,            0.029288,           0.0089306,             0.77032,             0.72242,             0.77771,             0.51253,            0.031628,             0.01879,           0.0073989,            0.000331,            0.000331,            0.000331
                 295,             0.03115,            0.029652,           0.0090117,             0.76891,             0.72302,               0.778,             0.51276,            0.031631,            0.018789,           0.0074032,            0.000298,            0.000298,            0.000298
                 296,            0.031083,            0.029148,           0.0089824,             0.76814,             0.72349,             0.77788,             0.51297,            0.031634,            0.018791,           0.0074116,            0.000265,            0.000265,            0.000265
                 297,            0.030854,             0.02901,           0.0090461,             0.76715,             0.72384,             0.77776,              0.5127,            0.031637,            0.018792,           0.0074185,            0.000232,            0.000232,            0.000232
                 298,            0.030778,             0.02924,           0.0091426,             0.76639,             0.72438,             0.77783,             0.51269,            0.031639,            0.018795,            0.007423,            0.000199,            0.000199,            0.000199
                 299,            0.030705,            0.028771,           0.0089734,              0.7673,              0.7237,             0.77766,             0.51281,            0.031642,            0.018797,           0.0074318,            0.000166,            0.000166,            0.000166
